owner,repo,Total_Classes,CBO_Média,CBO_Mediana,CBO_Moda,CBO_DesvioPadrao,CBO_Mínimo,CBO_Máximo,CBO_P90,%CBO_Outliers,%CBO_Acima_14,DIT_Média,DIT_Mediana,DIT_Moda,DIT_DesvioPadrao,DIT_Mínimo,DIT_Máximo,DIT_P90,%DIT_Outliers,%DIT_Acima_7,LOC_Média,LOC_Mediana,LOC_Moda,LOC_DesvioPadrao,LOC_Mínimo,LOC_Máximo,LOC_P90,%LOC_Outliers,%LOC_Acima_500,LCOM_Média,LCOM_Mediana,LCOM_Moda,LCOM_DesvioPadrao,LCOM_Mínimo,LCOM_Máximo,LCOM_P90,%LCOM_Outliers,Média_Coment_Classe,Coment/LOC,Média_Coment_Repo
liquibase,liquibase,1742,6.833,4.0,2,7.595,0,70,16.0,3.961,12.687,1.796,2.0,1,0.914,1,7,3.0,5.454,0.0,56.782,24.0,5,110.116,1,1513,125.9,2.813,1.206,65.465,3.0,0,560.201,0,13252,58.0,0.804,6.886,0.171,9.708
lisawray,groupie,93,5.097,3.0,2,5.407,0,41,10.0,2.151,3.226,1.828,1.0,1,1.007,1,5,3.0,7.527,0.0,41.914,15.0,5,85.274,2,577,64.8,6.452,1.075,29.903,0.0,0,141.478,0,1097,14.0,3.226,3.622,0.103,4.323
litesuits,android-common,85,3.518,2.0,1,3.578,0,16,7.6,5.882,2.353,1.247,1.0,1,0.596,1,4,2.0,3.529,0.0,76.694,35.0,5,139.327,1,1019,160.4,3.529,2.353,124.353,1.0,0,700.444,0,5063,37.8,2.353,37.058,0.784,60.165
liuyubobobo,Play-with-Algorithms,133,2.895,2.0,2,2.41,0,11,6.0,8.271,0.0,1.008,1.0,1,0.087,1,2,1.0,0.752,0.0,39.752,37.0,16,30.527,4,259,75.0,2.256,0.0,5.203,0.0,0,20.64,0,233,10.0,0.752,9.788,0.28,11.113
liyifeng1994,ssm,19,4.158,2.0,0,5.357,0,19,13.2,5.263,5.263,1.684,1.0,1,1.108,1,4,4.0,15.789,0.0,19.421,16.0,8,15.611,2,46,40.4,0.0,0.0,2.053,1.0,0,3.257,0,12,5.6,5.263,3.036,0.23,4.474
LMAX-Exchange,disruptor,410,4.48,3.0,2,4.822,0,32,10.1,4.146,4.146,1.29,1.0,1,0.81,1,8,2.0,6.829,0.244,32.115,13.0,3,66.833,1,910,62.1,2.195,0.244,25.883,0.0,0,224.699,0,2628,6.1,0.732,6.698,0.271,8.707
logisim-evolution,logisim-evolution,1905,5.961,4.0,1,6.399,0,67,14.0,5.459,9.396,2.429,2.0,1,2.555,1,30,5.0,2.94,2.94,84.861,37.0,5,131.966,1,1722,217.2,4.357,1.68,28.233,1.0,0,123.983,0,1912,49.0,1.837,3.719,0.061,5.218
loks666,get_jobs,52,4.481,3.0,3,4.245,0,16,10.0,7.692,7.692,1.0,1.0,1,0.0,1,1,1.0,0.0,0.0,69.635,16.0,15,123.041,1,673,200.6,5.769,1.923,30.423,0.0,0,129.802,0,762,16.8,3.846,17.063,0.372,25.923
lsjwzh,RecyclerViewPager,71,4.31,2.0,2,4.278,0,19,9.0,7.042,2.817,1.493,1.0,1,0.715,1,4,2.0,9.859,0.0,38.521,20.0,5,63.462,3,493,80.0,1.408,0.0,9.972,0.0,0,59.924,0,500,6.0,1.408,1.079,0.035,1.352
LSPosed,LSPatch,146,4.342,2.0,2,5.896,0,48,11.0,2.74,4.795,1.349,1.0,1,0.86,1,6,2.0,5.479,0.0,48.0,18.5,3,113.578,2,1222,94.5,2.74,0.685,23.877,0.0,0,186.881,0,2231,13.0,0.685,17.028,0.605,29.041
LSPosed,LSPosed,427,5.522,3.0,0,7.247,0,46,14.0,5.621,9.368,1.646,1.0,1,1.287,1,16,3.0,3.044,0.703,53.752,12.0,5,127.779,1,1092,143.0,3.513,1.639,48.115,0.0,0,319.849,0,4250,28.0,1.639,5.088,0.116,6.208
lucasr,twoway-view,51,6.078,4.0,2,5.793,0,22,16.0,7.843,11.765,1.824,1.0,1,1.212,1,6,4.0,3.922,0.0,72.314,30.0,8,126.692,1,711,199.0,5.882,1.961,86.588,1.0,0,429.293,0,2936,21.0,3.922,3.344,0.058,4.196
LuckSiege,PictureSelector,737,5.156,2.0,2,8.658,0,108,13.0,2.849,7.734,1.237,1.0,1,0.669,1,9,2.0,4.885,0.136,53.057,12.0,5,136.204,2,1629,132.4,3.256,1.493,49.449,0.0,0,372.186,0,6720,31.0,1.493,9.392,0.235,12.463
luckybilly,CC,120,4.967,4.0,2,4.738,0,27,9.0,6.667,6.667,1.258,1.0,1,0.558,1,5,2.0,1.667,0.0,38.325,15.0,3,66.852,2,517,83.5,3.333,0.833,16.317,0.0,0,129.759,0,1413,10.3,0.833,4.94,0.179,6.875
lugg,react-native-config,23,4.565,4.0,2,3.057,1,12,9.0,4.348,0.0,1.391,1.0,1,0.656,1,3,2.0,8.696,0.0,18.609,12.0,5,14.659,5,50,40.6,4.348,0.0,1.957,1.0,0,3.296,0,15,3.0,4.348,2.346,0.143,2.652
lukas-krecan,ShedLock,391,5.918,5.0,3,4.724,0,27,12.0,5.371,6.905,2.189,2.0,1,2.031,1,23,5.0,1.279,1.279,28.964,19.0,5,29.495,2,171,69.0,4.604,0.0,7.32,0.0,0,22.488,0,286,18.0,3.836,1.988,0.085,2.471
luontola,retrolambda,240,2.475,1.0,0,5.254,0,51,6.0,3.75,2.083,1.412,1.0,1,0.924,1,7,2.0,4.167,0.0,20.2,5.5,2,42.623,2,396,42.3,3.333,0.0,9.004,0.0,0,43.567,0,406,10.0,2.5,1.137,0.07,1.417
LWJGL,lwjgl3,9930,6.762,6.0,6,7.9,0,315,11.0,0.796,2.86,2.376,2.0,3,1.248,1,18,4.0,4.834,0.222,109.435,52.0,10,218.347,3,9555,226.0,1.48,1.682,970.636,91.0,0,19646.571,0,1439056,822.0,0.242,26.143,0.363,39.777
lygttpod,SuperTextView,86,3.047,2.0,1,5.847,0,43,6.0,3.488,3.488,1.163,1.0,1,0.402,1,3,2.0,15.116,0.0,46.535,5.0,5,200.973,3,1621,46.0,2.326,2.326,141.674,0.0,0,1033.994,0,9393,3.0,1.163,14.163,0.347,16.14
M66B,FairEmail,4240,4.726,2.0,1,7.897,0,142,11.0,3.373,6.108,1.271,1.0,1,0.796,1,16,2.0,7.618,0.118,57.301,10.0,5,277.581,1,8481,92.0,1.415,2.005,33.51,0.0,0,506.516,0,24938,9.0,0.472,9.418,0.188,10.764
macrozheng,mall,760,3.934,3.0,3,4.967,0,45,11.0,6.447,4.737,1.239,1.0,1,0.439,1,4,2.0,0.263,0.0,132.767,31.5,5,261.202,2,2400,434.0,4.474,7.895,1110.804,13.0,0,8155.555,0,161554,861.0,1.184,2.159,0.019,2.551
macrozheng,mall-learning,249,4.972,3.0,3,4.524,0,21,12.0,5.622,5.622,1.104,1.0,1,0.306,1,2,2.0,10.442,0.0,57.767,16.0,5,127.37,2,680,93.6,6.024,4.016,229.51,0.0,0,1250.418,0,9549,60.0,2.811,3.423,0.065,3.767
macrozheng,mall-swarm,764,3.788,3.0,3,4.73,0,45,10.0,4.581,3.927,1.232,1.0,1,0.434,1,4,2.0,0.262,0.0,132.988,32.0,5,260.803,2,2400,429.2,4.45,7.853,1106.229,13.0,0,8134.411,0,161554,861.0,1.178,3.543,0.031,4.132
macrozheng,springcloud-learning,225,4.884,3.0,2,5.01,0,39,11.0,3.556,3.556,1.022,1.0,1,0.148,1,2,1.0,2.222,0.0,25.027,6.0,5,80.532,2,664,36.0,1.778,1.778,85.876,0.0,0,846.648,0,9003,13.0,0.889,2.404,0.105,2.618
makovkastar,FloatingActionButton,27,5.667,3.0,3,7.621,0,40,10.4,3.704,3.704,1.815,2.0,1,1.21,1,6,2.4,7.407,0.0,37.556,19.0,9,78.611,3,411,54.4,3.704,0.0,37.593,1.0,0,182.6,0,951,6.8,3.704,0.036,0.001,0.037
Manabu-GT,ExpandableTextView,15,5.133,4.0,1,6.034,0,24,9.8,6.667,6.667,1.733,1.0,1,1.1,1,5,2.6,6.667,0.0,36.8,15.0,3,72.35,3,286,68.4,6.667,0.0,11.8,0.0,0,39.398,0,154,5.6,6.667,3.056,0.1,3.667
mapstruct,mapstruct,4594,3.826,2.0,0,4.895,0,69,9.0,3.7,3.135,1.169,1.0,1,0.582,1,11,2.0,3.613,0.065,21.012,9.0,9,46.552,1,1178,42.0,2.329,0.131,10.468,0.0,0,71.061,0,3618,10.0,1.828,1.284,0.067,1.398
markzhai,AndroidPerformanceMonitor,54,4.074,3.0,2,3.942,0,21,8.7,3.704,1.852,1.278,1.0,1,0.529,1,3,2.0,3.704,0.0,41.37,19.5,5,54.331,1,318,87.2,3.704,0.0,14.074,0.0,0,37.249,0,186,35.4,3.704,3.091,0.091,3.778
material-components,material-components-android,2061,7.131,4.0,2,8.313,0,86,16.0,4.706,11.742,1.538,1.0,1,0.982,1,11,3.0,4.998,0.194,55.678,14.0,5,143.569,1,2371,124.0,2.814,1.747,92.02,1.0,0,944.557,0,27604,45.0,1.019,9.803,0.234,13.032
mbechler,marshalsec,72,7.292,6.0,0,5.64,0,23,15.9,5.556,13.889,1.819,1.0,1,1.025,1,5,3.0,6.944,0.0,30.75,15.5,11,47.393,1,271,56.8,5.556,0.0,14.583,1.0,0,39.035,0,210,21.0,6.944,4.017,0.21,6.472
mcxiaoke,android-volley,132,5.091,3.0,1,5.391,0,27,13.0,6.061,6.818,1.894,1.0,1,2.758,1,31,3.0,0.758,0.758,37.614,20.0,5,51.535,1,370,96.8,5.303,0.0,15.818,0.0,0,94.17,0,1056,23.8,1.515,8.179,0.323,12.144
mcxiaoke,packer-ng-plugin,31,2.806,2.0,2,2.442,0,10,6.0,3.226,0.0,1.387,1.0,1,0.882,1,4,3.0,6.452,0.0,57.29,29.0,2,63.271,2,260,143.0,3.226,0.0,18.645,1.0,0,41.442,0,188,45.0,6.452,6.0,0.155,8.903
mcxtzhang,SwipeDelMenuLayout,40,3.1,2.0,1,3.342,0,16,6.4,10.0,2.5,1.25,1.0,1,0.439,1,2,2.0,0.0,0.0,27.125,7.0,5,61.656,4,380,57.5,2.5,0.0,5.2,0.0,0,28.599,0,180,1.0,2.5,5.261,0.223,6.05
meefik,linuxdeploy,37,7.162,5.0,4,7.452,0,38,15.4,2.703,18.919,1.649,2.0,2,0.484,1,2,2.0,0.0,0.0,72.784,29.0,3,90.844,3,369,196.6,8.108,0.0,35.892,3.0,0,119.326,0,704,45.8,2.703,12.291,0.251,18.27
Meituan-Dianping,Leaf,40,3.475,1.5,0,4.249,0,14,11.0,5.0,0.0,1.425,1.0,1,1.035,1,4,4.0,12.5,0.0,32.625,9.5,5,52.028,1,250,73.2,5.0,0.0,11.25,0.0,0,35.059,0,170,20.5,5.0,2.062,0.076,2.475
Meituan-Dianping,Robust,42,3.524,2.0,1,3.624,0,13,8.9,7.143,0.0,1.262,1.0,1,0.544,1,3,2.0,4.762,0.0,70.31,34.0,5,90.379,3,356,182.0,9.524,0.0,17.357,3.5,0,35.649,0,136,30.4,7.143,5.62,0.135,9.5
Meituan-Dianping,walle,94,3.149,2.0,2,4.08,0,22,7.0,4.255,3.191,1.191,1.0,1,0.723,1,6,1.0,6.383,0.0,49.287,21.0,14,91.451,2,587,83.7,4.255,2.128,8.691,0.5,0,23.485,0,151,31.9,3.191,10.971,0.324,15.989
mercyblitz,tech-weekly,81,2.889,2.0,0,3.528,0,18,8.0,4.938,1.235,1.025,1.0,1,0.156,1,2,1.0,2.469,0.0,17.173,10.0,5,17.007,2,83,37.0,4.938,0.0,2.123,0.0,0,9.842,0,85,3.0,1.235,0.0,0.0,0.0
metersphere,metersphere,3704,6.678,3.0,0,11.375,0,144,17.0,4.32,11.771,1.298,1.0,1,0.546,1,5,2.0,3.24,0.0,86.942,15.0,5,205.294,1,2211,222.0,5.211,5.211,445.992,0.0,0,3758.162,0,102336,78.0,1.485,5.038,0.074,6.394
microg,GmsCore,1809,5.734,5.0,4,4.964,0,72,11.0,3.206,4.367,1.71,2.0,2,0.908,1,17,3.0,1.824,0.276,30.196,12.0,3,54.277,1,635,76.2,3.317,0.166,14.229,0.0,0,68.817,0,1081,15.0,2.432,6.772,0.282,8.517
micrometer-metrics,micrometer,1938,5.705,4.0,0,6.567,0,98,13.0,4.128,8.101,1.288,1.0,1,0.654,1,8,2.0,4.85,0.052,41.763,17.5,5,70.452,1,750,102.3,4.334,0.464,19.847,0.0,0,135.926,0,4624,27.3,1.238,5.964,0.189,7.878
micronaut-projects,micronaut-core,4884,5.758,4.0,2,7.257,0,161,12.0,3.03,7.166,1.323,1.0,1,0.933,1,15,2.0,4.136,0.348,35.702,12.0,2,95.961,1,2597,76.0,2.58,0.799,36.267,0.0,0,412.432,0,16435,24.0,0.635,7.876,0.305,10.888
microservices-patterns,ftgo-application,370,5.346,3.0,1,5.557,0,30,13.0,4.595,6.757,1.189,1.0,1,0.639,1,5,2.0,4.324,0.0,18.562,12.5,2,23.049,1,183,39.0,3.784,0.0,8.192,0.0,0,31.007,0,330,18.0,2.162,0.512,0.03,0.562
microsoft,malmo,278,7.05,5.0,2,7.355,0,49,15.0,4.317,10.432,2.144,2.0,1,2.717,1,41,4.0,0.719,0.719,68.813,32.5,10,131.784,1,1333,153.9,2.518,1.439,12.849,1.0,0,30.403,0,193,28.3,5.396,6.57,0.149,10.234
microsoft,typespec,4171,9.01,8.0,7,7.215,0,86,18.0,4.915,16.974,1.148,1.0,1,0.435,1,5,2.0,1.918,0.0,41.778,27.0,31,65.667,1,1472,94.0,2.949,0.264,24.216,1.0,0,133.186,0,3777,45.0,1.606,31.562,1.127,47.104
MiguelCatalan,MaterialSearchView,41,4.049,2.0,0,6.281,0,35,9.0,2.439,2.439,1.317,1.0,1,0.521,1,3,2.0,2.439,0.0,33.195,10.0,6,73.948,4,470,58.0,2.439,0.0,22.659,1.0,1,132.522,0,850,3.0,2.439,2.491,0.097,3.22
mik3y,usb-serial-for-android,66,6.197,4.0,0,7.393,0,41,13.0,4.545,7.576,1.318,1.0,1,0.636,1,5,2.0,1.515,0.0,123.818,24.0,1,277.992,1,2101,332.0,1.515,1.515,38.97,1.0,0,106.813,0,604,114.0,4.545,8.458,0.099,12.303
MinecraftForge,MinecraftForge,1674,7.128,6.0,6,9.615,0,249,13.0,1.792,8.184,2.171,1.0,1,2.98,1,72,4.0,2.569,2.808,37.757,18.0,6,64.546,1,803,83.0,2.927,0.478,37.889,1.0,0,503.604,0,14634,22.7,0.538,6.902,0.262,9.903
mission-peace,interview,667,2.013,2.0,2,1.222,0,6,3.0,3.598,0.0,1.037,1.0,1,0.31,1,4,1.0,1.649,0.0,40.868,35.0,26,33.378,1,423,75.0,4.648,0.0,3.409,1.0,1,13.558,0,325,6.0,0.45,1.502,0.045,1.838
MisterBooo,LeetCodeAnimation,4,1.0,1.0,1,0.0,1,1,1.0,0.0,0.0,1.0,1.0,1,0.0,1,1,1.0,0.0,0.0,19.5,18.5,11,7.853,11,30,26.7,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.5,0.026,0.5
mock-server,mockserver,1109,7.273,5.0,2,7.594,0,80,15.2,5.23,11.181,1.687,1.0,1,1.114,1,7,3.0,8.656,0.0,58.732,27.0,5,109.451,1,1358,128.0,3.066,1.082,95.822,1.0,0,1163.35,0,31624,36.0,0.541,7.121,0.169,9.921
mockito,mockito,2104,3.478,2.0,0,4.532,0,57,9.0,4.23,2.994,1.4,1.0,1,1.083,1,19,2.0,4.563,0.428,24.837,8.0,5,48.377,1,812,63.0,3.375,0.095,18.293,0.0,0,277.088,0,8256,7.0,0.428,4.016,0.205,5.1
Mojang,brigadier,85,6.635,5.0,4,5.438,0,29,13.6,4.706,8.235,1.153,1.0,1,0.394,1,3,2.0,14.118,0.0,50.729,29.0,3,77.198,1,462,106.8,4.706,0.0,44.553,0.0,0,231.113,0,2080,53.0,1.176,3.33,0.07,3.565
motianhuo,wechat,635,5.236,3.0,1,7.265,0,75,12.0,3.937,7.244,1.25,1.0,1,0.707,1,6,2.0,6.457,0.0,54.214,20.0,6,118.671,1,1203,123.2,2.52,1.102,15.454,0.0,0,96.532,0,1570,20.6,1.26,7.199,0.134,7.29
MovingBlocks,Terasology,2810,6.099,4.0,2,7.791,0,78,14.0,4.591,9.929,1.445,1.0,1,0.858,1,14,2.0,2.278,0.178,39.712,17.0,2,66.142,1,771,96.0,4.484,0.356,25.027,0.0,0,170.935,0,5539,34.1,1.21,5.258,0.178,7.06
mpusher,mpush,398,4.731,3.0,1,5.323,0,36,12.0,5.779,6.533,1.344,1.0,1,0.695,1,4,2.0,8.291,0.0,37.769,16.5,5,61.916,1,852,93.6,4.02,0.251,24.565,1.0,0,171.614,0,3219,36.3,0.503,3.776,0.129,4.867
mrniko,netty-socketio,169,4.964,3.0,1,6.616,0,34,11.0,5.325,5.917,1.266,1.0,1,0.562,1,5,2.0,1.775,0.0,36.882,15.0,10,58.691,1,343,92.0,5.917,0.0,33.018,0.0,0,255.151,0,3231,21.0,1.183,3.222,0.112,4.118
MuntashirAkon,AppManager,1569,7.924,5.0,3,9.154,0,104,19.0,4.143,16.571,1.477,1.0,1,0.751,1,5,2.0,8.094,0.0,81.147,31.0,8,145.236,1,1684,204.2,3.633,2.231,73.743,1.0,0,1037.82,0,37950,60.0,0.382,8.12,0.144,11.649
mybatis,generator,644,7.809,5.0,3,7.745,0,66,18.0,4.969,16.615,1.96,2.0,1,1.054,1,7,3.0,1.398,0.0,105.646,26.0,5,326.382,1,2535,173.5,2.795,4.814,88.085,3.0,0,450.662,0,6903,74.4,2.95,8.035,0.107,11.267
mybatis,mybatis-3,1744,3.539,2.0,0,4.942,0,76,9.0,3.555,2.81,1.24,1.0,1,0.782,1,17,2.0,3.326,0.057,34.653,16.0,3,71.246,1,1252,70.7,2.867,0.516,20.952,0.0,0,249.291,0,9831,20.0,0.573,2.175,0.076,2.649
MyCATApache,Mycat-Server,1291,4.895,3.0,1,6.215,0,59,11.0,4.88,6.507,1.294,1.0,1,0.721,1,12,2.0,3.718,0.232,71.99,33.0,2,120.541,1,1476,161.0,4.183,1.936,78.488,0.0,0,882.932,0,19242,42.0,0.31,7.361,0.157,11.323
mywalkb,LSPosed_mod,447,5.575,3.0,0,7.231,0,46,14.0,5.369,9.396,1.624,1.0,1,1.264,1,16,3.0,2.908,0.671,53.978,12.0,5,128.393,1,1092,139.2,3.356,1.566,50.201,0.0,0,327.87,0,4250,28.0,1.79,4.869,0.111,5.969
naman14,Timber,453,5.4,3.0,3,6.68,0,60,14.0,4.857,9.934,1.461,1.0,1,0.815,1,8,2.0,3.091,0.221,48.166,14.0,5,134.111,1,2223,123.8,1.545,1.325,19.748,0.0,0,171.855,0,3304,15.8,0.883,3.558,0.085,4.108
NanoHttpd,nanohttpd,144,4.34,3.0,3,4.362,0,31,10.0,4.167,3.472,1.792,1.0,1,1.564,1,16,3.0,1.389,1.389,49.347,21.0,5,83.735,1,480,122.7,5.556,0.0,22.16,1.0,0,88.269,0,859,28.0,2.778,3.875,0.105,5.167
natario1,CameraView,534,5.597,3.0,2,8.069,0,91,12.0,2.809,6.742,1.375,1.0,1,0.736,1,7,2.0,8.24,0.0,39.616,11.0,5,102.224,1,1352,83.7,2.06,1.124,34.762,0.0,0,335.638,0,6026,23.1,0.936,7.481,0.255,10.114
nathanmarz,storm,851,4.425,3.0,1,5.148,0,55,10.0,3.055,3.055,1.288,1.0,1,0.926,1,20,2.0,1.88,0.118,71.154,18.0,5,366.374,1,10184,218.0,0.353,1.763,33.071,1.0,0,133.141,0,2111,94.0,2.35,3.841,0.067,4.798
navasmdc,MaterialDesignLibrary,82,4.537,3.0,1,4.495,0,17,11.0,7.317,6.098,1.817,1.0,1,1.229,1,6,4.0,4.878,0.0,35.695,13.5,5,50.588,3,280,102.7,7.317,0.0,6.756,0.0,0,18.905,0,106,15.5,7.317,2.343,0.084,3.0
nayuki,QR-Code-generator,19,3.947,3.0,0,3.659,0,11,10.0,0.0,0.0,1.421,1.0,1,1.261,1,5,1.8,10.526,0.0,95.947,60.0,7,103.236,7,409,189.2,5.263,0.0,19.579,1.0,0,26.29,0,91,46.6,5.263,44.393,0.682,65.421
Nepxion,Discovery,828,4.779,4.0,1,5.033,0,42,11.0,4.589,4.589,1.269,1.0,1,0.595,1,6,2.0,3.502,0.0,31.679,16.0,5,54.735,1,736,69.3,3.865,0.121,18.801,1.0,0,111.9,0,2080,25.2,1.329,0.938,0.034,1.064
Netflix,concurrency-limits,128,4.609,3.0,2,4.598,0,22,11.0,5.469,4.688,1.281,1.0,1,0.709,1,5,2.0,7.812,0.0,40.086,20.0,14,42.288,2,200,93.3,7.031,0.0,8.281,1.0,0,21.318,0,188,19.6,4.688,4.816,0.153,6.133
Netflix,conductor,664,7.498,5.0,0,8.25,0,83,17.0,3.313,15.663,1.255,1.0,1,0.563,1,4,2.0,3.614,0.0,70.861,28.0,5,143.455,1,1838,164.7,3.012,1.506,78.675,0.0,0,646.673,0,14533,54.7,1.054,7.546,0.145,10.285
Netflix,eureka,742,5.884,4.0,1,6.439,0,61,15.0,4.447,10.512,1.271,1.0,1,0.705,1,9,2.0,4.447,0.27,44.311,18.0,5,80.716,1,1034,112.0,4.043,0.539,18.573,0.0,0,134.516,0,2926,21.0,1.213,5.985,0.183,8.09
Netflix,Hystrix,2005,3.341,2.0,1,5.188,0,79,8.0,3.84,3.441,1.57,1.0,1,3.592,1,114,3.0,0.599,0.648,30.928,8.0,5,143.698,1,4101,54.0,1.097,0.299,20.254,0.0,0,385.241,0,14194,6.0,0.249,4.219,0.157,4.85
Netflix,maestro,1028,8.385,6.0,3,8.121,0,55,19.0,4.28,15.564,1.62,1.0,1,0.893,1,6,3.0,3.016,0.0,52.339,18.0,6,141.901,1,3474,119.3,2.237,0.973,28.879,0.0,0,383.647,0,11921,21.0,0.389,4.783,0.134,6.988
Netflix,ribbon,710,4.386,2.0,0,5.972,0,50,12.0,3.944,6.338,1.266,1.0,1,0.662,1,6,2.0,5.915,0.0,30.687,10.0,2,59.116,1,616,81.0,4.085,0.282,13.377,0.0,0,99.927,0,1885,15.0,1.127,2.487,0.098,3.02
Netflix,SimianArmy,305,5.846,4.0,0,7.313,0,79,11.0,2.623,4.918,1.423,1.0,1,0.775,1,5,3.0,11.148,0.0,52.643,26.0,5,75.252,1,608,132.8,4.59,0.328,25.161,3.0,0,112.005,0,1489,42.2,1.639,9.704,0.282,14.859
Netflix,zuul,501,6.509,4.0,2,7.667,0,63,15.0,4.79,11.178,1.613,1.0,1,1.001,1,10,3.0,5.589,0.2,43.086,20.0,8,68.143,1,711,99.0,3.792,0.2,24.89,1.0,0,137.109,0,1698,33.0,1.198,3.261,0.104,4.485
netty,netty,7915,4.422,3.0,1,5.774,0,78,11.0,4.75,5.584,1.51,1.0,1,1.18,1,26,3.0,5.205,0.442,48.249,11.0,5,137.688,1,5141,110.0,2.628,1.327,67.028,0.0,0,1137.179,0,88833,36.0,0.417,6.671,0.182,8.78
networknt,light-4j,1235,4.572,3.0,2,5.232,0,54,12.0,4.939,6.316,1.171,1.0,1,0.567,1,7,2.0,2.915,0.0,55.689,23.0,2,87.538,1,1000,153.0,4.534,0.648,23.314,0.0,0,121.851,0,2553,42.0,1.619,8.432,0.21,11.668
newbee-ltd,newbee-mall,89,5.034,2.0,1,6.246,0,27,15.0,4.494,12.36,1.067,1.0,1,0.447,1,4,1.0,2.247,0.0,44.213,29.0,27,42.271,3,309,86.4,2.247,0.0,34.91,4.0,0,68.176,0,436,106.6,4.494,4.699,0.159,7.022
nextcloud,android,505,9.293,4.0,0,14.757,0,125,22.6,4.95,17.228,1.687,1.0,1,1.165,1,10,3.0,2.97,0.594,92.315,26.0,7,196.73,1,2030,241.0,4.554,4.356,114.489,1.0,0,693.906,0,10247,79.2,1.584,7.928,0.121,11.194
nhaarman,ListViewAnimations,137,6.474,5.0,2,5.501,0,31,14.0,5.109,8.759,2.058,2.0,1,1.235,1,6,4.0,4.38,0.0,41.584,17.0,5,61.973,2,394,101.8,3.65,0.0,10.46,0.0,0,45.058,0,391,11.2,2.19,9.492,0.302,12.54
nICEnnnnnnnLee,BilibiliDown,262,4.206,2.0,1,4.249,0,18,11.0,6.107,1.527,1.721,1.0,1,1.354,1,7,3.9,9.16,0.0,75.718,39.0,5,109.888,2,1138,181.8,3.053,1.145,42.019,1.0,0,307.271,0,4356,44.9,0.763,11.759,0.244,18.447
Nightonke,BoomMenu,115,5.635,4.0,2,6.749,0,55,10.0,3.478,4.348,1.574,1.0,1,0.849,1,5,2.0,3.478,0.0,67.043,17.0,5,169.459,1,1434,119.6,3.478,2.609,227.67,0.0,0,2078.288,0,22268,88.6,0.87,10.425,0.181,12.148
nining377,dolby_beta,185,4.146,4.0,4,5.499,0,57,6.0,2.162,2.162,1.454,1.0,1,0.82,1,3,3.0,0.0,0.0,39.465,23.0,23,51.76,3,455,90.6,4.865,0.0,7.962,1.0,0,49.921,0,665,6.0,0.541,1.873,0.056,2.227
nisrulz,android-tips-tricks,1,1.0,1.0,1,,1,1,1.0,0.0,0.0,1.0,1.0,1,,1,1,1.0,0.0,0.0,22.0,22.0,22,,22,22,22.0,0.0,0.0,0.0,0.0,0,,0,0,0.0,0.0,0.5,0.045,1.0
NLPchina,ansj_seg,218,6.317,4.0,4,5.864,0,25,14.3,6.881,10.092,1.188,1.0,1,0.436,1,4,2.0,0.917,0.0,54.885,28.0,28,68.032,1,409,138.0,4.587,0.0,9.633,0.0,0,42.763,0,572,26.6,2.294,7.833,0.208,11.39
NLPchina,elasticsearch-sql,276,9.601,6.0,6,19.734,0,304,20.5,0.362,14.13,2.083,1.0,1,1.5,1,7,4.0,3.261,0.0,119.178,39.0,14,475.3,1,7156,198.0,0.725,2.899,190.199,1.0,0,1272.441,0,17212,76.0,1.812,6.458,0.074,8.844
nostra13,Android-Universal-Image-Loader,140,4.864,3.0,3,4.877,0,28,10.1,4.286,4.286,1.586,1.0,1,0.96,1,6,3.0,5.0,0.0,53.1,28.5,5,91.295,1,641,112.4,4.286,1.429,28.843,0.5,0,99.819,0,708,51.1,4.286,14.107,0.406,21.564
novicezk,midjourney-proxy,90,5.9,5.0,1,5.724,0,29,15.0,3.333,11.111,1.244,1.0,1,0.547,1,4,2.0,3.333,0.0,30.967,13.5,3,40.295,3,180,76.3,6.667,0.0,5.811,0.0,0,14.41,0,80,15.1,4.444,2.017,0.085,2.644
nytimes,Store,290,6.2,5.0,3,4.984,0,35,13.0,3.448,7.586,1.562,1.0,1,3.139,1,52,3.0,1.034,1.034,38.924,14.0,5,182.472,1,2902,58.1,1.034,0.69,17.055,1.0,0,124.666,0,2053,21.0,0.69,6.32,0.224,8.717
objectbox,objectbox-java,392,5.128,4.0,0,5.219,0,28,12.0,4.592,5.612,1.755,1.0,1,1.847,1,30,3.0,1.531,0.51,62.232,16.0,5,119.194,1,910,172.8,4.847,1.531,103.661,0.0,0,485.828,0,5382,120.0,3.061,11.988,0.294,18.288
oblac,jodd,728,3.993,3.0,2,4.477,0,53,8.0,3.022,2.335,1.441,1.0,1,1.333,1,24,2.0,0.824,0.412,36.926,19.5,2,54.587,2,680,91.0,3.434,0.137,12.949,0.0,0,59.229,0,907,21.0,1.511,5.876,0.237,8.742
obsidiandynamics,kafdrop,100,5.52,3.0,1,7.569,0,50,13.1,5.0,9.0,1.32,1.0,1,0.851,1,4,2.0,8.0,0.0,42.15,17.5,5,89.967,1,732,68.4,4.0,1.0,28.21,0.0,0,130.289,0,1009,55.7,2.0,4.186,0.128,5.4
